-24.0472166,4.37283815,4.25568388,0.00403,1.957920596
-26.12840885,4.58020251,2.69781566,0.00268,0.6051119403
-13.90796556,4.85066286,2.52608496,0.00257,0.6879377432
-29.13675503,3.72006044,2.3023117,0.00191,0.4375005236
-27.34885759,3.03916887,2.40688579,0.00163,0.5037693252
29.37045975,3.58593551,4.74398526,0.00379,2.314656992
27.07855991,4.748824,2.88288588,0.00298,0.8754295302
18.17503623,4.28013631,4.02353049,0.00368,2.162728261
1.77222786,4.34027641,2.47744192,0.00223,0.8643273543
7.14255379,3.16828982,4.12319779,0.00277,3.439559567
11.07860636,4.08039561,3.62213257,0.00312,1.867730769
-12.06198059,4.44987512,3.72069317,0.00348,1.977011494
6.08746385,2.97013526,2.18987935,0.00138,0.6565217391
15.58293527,2.15399439,4.99960036,0.00235,4.074468085
-19.12572211,3.22289365,4.51057816,0.00316,2.849050633
-7.59723575,2.75556099,3.33010594,0.00196,1.607653061
3.18450695,2.53001182,3.96941512,0.00215,3.490232558
-3.17289862,2.46063766,2.96482595,0.00156,1.303846154
-10.96128288,4.80152862,2.58965797,0.00259,0.7606177606
28.33079654,4.63232491,4.05937828,0.00411,1.570316302
2.55563176,2.81657729,2.00436919,0.0012,0.6183333333
-23.63428964,3.77284602,2.22101789,0.00183,0.4841530055
22.08783745,3.06901431,3.37128379,0.00227,1.174008811
-21.60699571,2.12348985,4.85515497,0.00229,2.956331878
4.30413267,3.35638211,4.92973219,0.00349,7.110888252
-18.1950586,3.90252054,3.77152026,0.00316,1.654113924
-22.70216575,3.42647946,2.09327178,0.00157,0.4477707006
24.87821339,4.90611937,2.91355893,0.00308,0.8857142857
-11.10846726,2.56679898,4.76255774,0.00263,4.497338403
19.90862887,3.65780159,4.40418842,0.00348,2.579597701
17.90656825,4.4708338,2.64567266,0.00251,0.8314741036
-28.19461743,3.34209596,2.76167291,0.00206,0.6150485437
-14.24404581,2.69284986,3.84546857,0.00224,1.965625
-15.28149294,3.29090392,3.93619877,0.00279,2.093189964
-25.02959689,3.98010185,4.80608347,0.00418,2.811004785
23.53091392,2.72115245,3.06104304,0.00185,0.8778378378
-5.64611554,2.08561052,2.13330859,0.00956,0.06213389121
14.00812475,4.14587657,3.00092323,0.00264,1.124621212
16.10172874,2.34401034,4.61676267,0.00236,3.31059322
-9.9210704,4.52447385,3.23978072,0.00306,1.350326797
25.38503941,3.13365442,3.50439587,0.00243,1.146090535
12.46498889,3.85572684,3.66552138,0.00299,1.848494983
13.00168782,3.50123731,3.15864599,0.00236,1.164830508
9.71420989,2.03290534,3.13455281,0.00138,1.139855072
8.97304422,4.19825682,3.89262192,0.00343,2.577842566
26.37787576,2.29770893,4.5535184,0.00235,1.939574468
-20.58826637,4.01314169,3.5956401,0.00311,1.319292605
-6.225467,3.82384475,4.23129515,0.0034,3.812647059
5.18249016,4.69847472,3.47969449,0.00338,1.980177515
10.65615493,4.96359413,3.40924438,0.00351,1.654700855
-16.79495743,4.23060813,2.39540607,0.00216,0.5981481481